"STATION","NAME","DATE","AWND","PRCP","TAVG","TMAX","TMIN"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-09-01","9.62","0.00","67","74","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-09-02","7.83","0.00","67","72","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-09-03","7.16","0.00","68","74","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-09-04","6.49","0.00","69","77","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-09-05","5.82","0.00","73","86","67"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-09-06","6.49","0.00","83","99","71"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-09-07","5.82","0.00","79","83","70"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-09-08","6.26","0.00","73","77","69"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-09-09","5.82","0.00","70","73","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-09-10","5.37","0.00","66","70","62"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-09-11","6.49","0.00","67","75","61"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-09-12","5.82","0.00","67","74","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-09-13","5.14","0.00","66","75","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-09-14","5.82","0.00","68","77","61"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-09-15","5.59","0.00","69","76","62"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-09-16","5.37","0.00","70","81","62"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-09-17","5.82","0.00","71","82","62"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-09-18","6.26","0.00","72","87","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-09-19","5.82","0.00","71","77","65"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-09-20","6.04","0.00","67","74","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-09-21","7.83","0.00","67","73","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-09-22","6.93","0.00","67","74","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-09-23","6.49","0.00","67","75","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-09-24","4.47","0.00","68","81","61"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-09-25","6.49","0.00","68","75","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-09-26","4.70","0.00","69","77","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-09-27","5.59","0.00","69","74","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-09-28","7.38","0.00","69","75","65"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-09-29","7.16","0.00","68","80","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-09-30","6.71","0.00","74","92","66"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-01","5.37","0.00","78","92","67"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-02","5.82","0.00","76","92","66"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-03","5.14","0.00","75","86","66"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-04","4.47","0.00","71","84","62"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-05","6.71","0.00","71","78","65"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-06","5.82","0.00","69","84","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-07","6.04","0.00","68","74","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-08","8.72","0.00","68","74","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-09","6.49","0.00","67","73","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-10","7.61","0.00","68","73","65"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-11","6.26","0.00","67","73","61"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-12","6.49","0.00","70","80","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-13","5.37","0.00","74","86","65"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-14","4.25","0.00","73","86","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-15","6.04","0.00","73","82","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-16","4.92","0.00","71","81","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-17","6.04","0.00","71","80","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-18","6.04","0.00","68","74","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-19","7.16","0.00","67","74","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-20","6.49","0.00","67","73","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-21","5.14","0.00","66","71","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-22","5.14","0.00","67","70","65"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-23","6.71","0.00","67","69","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-24","7.61","0.00","66","70","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-25","9.62","0.00","65","69","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-26","6.49","0.00","63","75","57"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-27","6.71","0.00","64","76","52"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-28","6.93","0.00","64","74","54"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-29","5.37","0.00","63","73","55"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-30","5.14","0.00","64","76","53"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-10-31","3.80","0.00","63","75","54"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-01","5.14","0.00","64","76","55"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-02","4.25","0.00","63","69","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-03","4.92","0.00","62","72","57"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-04","4.92","0.00","64","72","56"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-05","3.36","0.00","68","88","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-06","10.74","0.00","68","74","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-07","17.22","0.10","59","62","52"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-08","19.46","0.00","56","61","48"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-09","5.59","0.00","54","62","45"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-10","6.04","0.00","54","64","46"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-11","5.82","0.00","55","64","46"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-12","6.26","0.00","56","67","47"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-13","6.26","0.00","56","65","48"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-14","5.82","0.00","57","65","50"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-15","4.25","0.00","62","82","51"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-16","6.26","0.00","71","91","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-17","5.82","0.00","64","75","54"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-18","8.50","0.00","58","64","54"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-19","5.59","0.00","59","62","52"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-20","3.58","0.00","57","67","50"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-21","3.58","0.00","60","71","52"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-22","4.47","0.00","59","68","48"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-23","4.03","0.00","56","62","49"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-24","5.59","0.00","58","67","52"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-25","5.37","0.00","57","63","50"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-26","4.47","0.00","57","65","50"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-27","5.37","0.00","58","67","43"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-28","4.47","0.00","59","72","48"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-29","5.14","0.00","59","74","48"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-11-30","4.70","0.00","60","76","49"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-01","4.92","0.00","59","72","48"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-02","3.80","0.00","60","78","47"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-03","3.80","0.00","61","75","49"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-04","4.70","0.00","61","72","48"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-05","4.92","0.00","56","71","46"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-06","4.47","0.00","56","68","43"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-07","2.91","0.00","56","75","46"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-08","3.80","0.00","68","82","54"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-09","5.82","0.00","64","70","53"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-10","4.70","0.00","57","64","48"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-11","4.92","0.00","56","62","51"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-12","5.14","0.00","54","65","47"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-13","8.28","0.00","59","69","49"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-14","10.07","0.00","60","67","53"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-15","5.37","0.00","57","68","46"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-16","5.14","0.00","58","71","49"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-17","6.93","0.01","56","62","49"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-18","4.70","0.00","56","65","48"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-19","4.70","0.00","57","70","46"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-20","4.92","0.00","60","77","48"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-21","6.04","0.00","63","80","53"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-22","5.14","0.00","59","68","50"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-23","4.70","0.00","56","67","49"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-24","6.93","0.01","60","63","54"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-25","5.59","0.00","60","75","49"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-26","4.47","0.00","56","65","45"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-27","5.82","0.00","57","64","52"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-28","7.38","1.63","53","55","45"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-29","6.71","0.00","49","65","42"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-30","4.03","0.00","56","68","43"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2020-12-31","8.50","0.00","54","68","43"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-01-01","3.80","0.00","57","67","43"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-01-02","4.92","0.00","54","63","46"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-01-03","5.14","0.00","54","62","49"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-01-04","5.37","0.00","54","59","48"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-01-05","4.47","0.00","54","57","50"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-01-06","3.58","0.00","54","66","48"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-01-07","2.91","0.00","55","67","43"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-01-08","6.04","0.00","52","67","45"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-01-09","5.82","0.00","59","71","45"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-01-10","4.47","0.00","60","70","48"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-01-11","3.80","0.00","58","72","48"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-01-12","5.14","0.00","59","71","50"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-01-13","3.36","0.00","58","73","49"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-01-14","4.03","0.00","60","79","48"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-01-15","3.80","0.00","66","87","51"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-01-16","4.47","0.00","67","82","55"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-01-17","4.70","0.00","67","85","55"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-01-18","5.82","0.00","63","77","51"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-01-19","9.40","0.00","59","72","54"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-01-20","4.92","0.00","65","77","55"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-01-21","4.92","0.00","63","70","54"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-01-22","10.51","0.00","57","61","52"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-01-23","5.59","0.18","52","54","47"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-01-24","8.50","0.00","49","57","42"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-01-25","16.55","0.16","52","54","45"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-01-26","6.04","0.00","49","56","43"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-01-27","8.72","0.00","51","58","47"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-01-28","8.28","0.89","53","63","44"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-01-29","6.71","0.68","53","56","47"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-01-30","5.82","0.00","50","59","43"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-01-31","5.82","0.00","56","70","47"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-02-01","6.49","0.00","61","69","56"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-02-02","6.26","0.00","58","64","53"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-02-03","6.71","0.00","55","61","49"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-02-04","5.59","0.00","56","62","51"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-02-05","4.92","0.00","55","62","47"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-02-06","4.70","0.00","55","63","46"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-02-07","5.14","0.00","54","63","46"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-02-08","5.37","0.00","53","60","51"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-02-09","6.71","0.00","55","59","53"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-02-10","4.92","0.00","55","59","51"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-02-11","5.82","0.00","54","63","47"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-02-12","10.51","0.02","57","64","53"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-02-13","8.28","0.00","56","61","51"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-02-14","15.43","0.00","60","69","56"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-02-15","5.37","0.00","57","64","49"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-02-16","11.41","0.00","56","63","52"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-02-17","9.84","0.00","58","68","47"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-02-18","6.71","0.00","59","67","48"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-02-19","5.37","0.00","56","66","46"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-02-20","10.07","0.00","56","67","47"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-02-21","4.92","0.00","60","71","44"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-02-22","4.92","0.00","61","81","49"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-02-23","5.59","0.00","62","74","50"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-02-24","6.04","0.00","59","70","50"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-02-25","4.92","0.00","58","72","49"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-02-26","4.70","0.00","59","69","47"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-02-27","10.07","0.00","57","73","47"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-02-28","5.14","0.00","60","72","48"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-03-01","8.50","0.00","61","75","52"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-03-02","5.82","0.00","59","74","48"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-03-03","7.83","0.13","52","58","45"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-03-04","7.38","0.00","54","63","44"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-03-05","7.61","0.00","57","72","48"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-03-06","6.49","0.00","57","65","48"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-03-07","5.14","0.00","56","60","52"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-03-08","8.95","0.00","58","63","52"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-03-09","12.30","0.00","55","61","47"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-03-10","9.40","0.70","53","57","47"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-03-11","8.05","0.19","50","56","44"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-03-12","7.16","0.00","50","57","42"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-03-13","7.38","0.00","52","59","44"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-03-14","9.40","0.00","55","61","52"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-03-15","17.22","0.30","53","57","47"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-03-16","7.16","0.00","51","57","44"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-03-17","6.93","0.00","52","60","44"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-03-18","7.16","0.00","54","60","50"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-03-19","8.28","0.00","56","65","49"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-03-20","7.38","0.00","57","64","53"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-03-21","10.29","0.00","57","64","48"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-03-22","7.83","0.00","58","65","47"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-03-23","12.75","0.00","56","64","50"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-03-24","13.87","0.00","63","71","54"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-03-25","11.63","0.00","56","61","49"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-03-26","7.83","0.00","54","61","46"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-03-27","6.71","0.00","57","73","48"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-03-28","7.83","0.00","61","80","50"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-03-29","5.82","0.00","60","70","51"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-03-30","7.38","0.00","59","67","53"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-03-31","4.92","0.00","64","84","53"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-04-01","6.93","0.00","70","85","57"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-04-02","7.61","0.00","63","73","52"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-04-03","6.71","0.00","56","61","53"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-04-04","6.04","0.00","58","67","51"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-04-05","7.83","0.00","58","64","52"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-04-06","7.16","0.00","58","65","52"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-04-07","5.59","0.00","60","68","54"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-04-08","6.71","0.00","60","67","54"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-04-09","7.61","0.00","60","68","53"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-04-10","5.82","0.00","60","66","54"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-04-11","6.71","0.00","60","68","54"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-04-12","8.72","0.00","60","65","57"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-04-13","9.17","0.00","58","62","56"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-04-14","9.40","0.00","57","61","52"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-04-15","7.83","0.00","56","63","48"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-04-16","7.61","0.00","58","65","54"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-04-17","6.71","0.00","59","66","52"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-04-18","9.62","0.00","66","87","53"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-04-19","7.38","0.00","65","77","54"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-04-20","6.26","0.00","61","69","54"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-04-21","9.17","0.00","59","63","57"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-04-22","10.07","0.00","58","63","57"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-04-23","7.83","0.00","58","62","56"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-04-24","9.17","0.00","58","62","55"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-04-25","11.18","0.00","58","64","54"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-04-26","14.32","0.00","58","64","54"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-04-27","9.40","0.00","57","63","53"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-04-28","9.40","0.00","61","74","52"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-04-29","6.93","0.00","66","77","56"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-04-30","6.71","0.00","67","80","57"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-05-01","6.26","0.00","62","67","56"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-05-02","7.61","0.00","61","66","58"
